shopify_id,handle,name,slug,sku,brand,type,shopify_type,category,category_source,description_source,short_description,currency,regular_price,sale_price,available,options,variants_count,variant_skus,variant_prices,images_count,featured_image,tags,description_length,anomalies,source_file
8181966471423,buture-jump-starter-beta03,"Buture Beta03 Auto-Batterie-Starthilfe 5000A丨400 Lumen Weitwinkellicht, eingebauter Kompass",buture-jump-starter-beta03,Beta03,Buture Official,simple,Starthilfe,Kfz-Starthilfen,jsonld,full,"Steigern Sie Ihr Fahrzeug sofort mit dem Buture Beta03 Starthilfe. Mit 5000 A Spitzenstrom, 26800 mAh Kapazität, Schnellladeanschlüssen und einem LCD-Display. Dieser tragbare Autobatteriesatz ist perfekt für alle Benzin- und 10,0-Liter-Dieselmotoren. Ausgestattet mit verlängerten intelligenten Überbrückungskabeln, Notlichtern und mehreren Schutzvorrichtungen für die Sicherheit.",USD,169.99,109.99,True,,1,Beta03,109.99,8,https://ibuture.com/cdn/shop/files/buture-beta03-car-jump-starter.webp?v=1748247032,Jump Starter,4147,,site/de/products/buture-jump-starter-beta03/index.html
8303133163775,buture-jump-starter-beta04,"Buture Beta04 Heavy Duty Jump Starter 6000A丨27000mAh Batterie, 65W Zwei-Wege-Schnell-Ladung",buture-jump-starter-beta04,Beta04,Buture Official,simple,Starthilfe,Kfz-Starthilfen,jsonld,full,"Bleiben Sie vorbereitet mit dem Buture Beta04 Tragbarer Starthilfe. Mit einem Spitzenstrom von 6000 A unterstützt es alle Benzin- und 12,0-Liter-Dieselmotoren. Kompakt und leicht, ist es die perfekte Lösung, um Ihre leere Batterie jederzeit zu starten.",USD,199.99,109.99,True,Titel,1,Beta04,109.99,8,https://ibuture.com/cdn/shop/files/buture-beta04-car-jump-starter.webp?v=1748245233,Jump Starter,5352,,site/de/products/buture-jump-starter-beta04/index.html
8401969414399,buture-jump-starter-beta05,"Buture Beta05 Auto-Starthilfe 4000A丨EC5-Adapter inbegriffen, mehr Geräte mit Strom versorgen",buture-jump-starter-beta05,Beta05,Buture Official,simple,Starthilfe,Kfz-Starthilfen,jsonld,full,"Entdecken Sie die Buture Beta05 Starthilfe mit 4000 A Spitzenstrom, konzipiert für alle Benzin- und 10,0-Liter-Dieselmotoren. Verfügt über einen 88,06-Wh-Akku, ein großes Display, Schnellladeanschlüsse und Notlichter. Perfekt für zuverlässige Fahrzeugstarts und das Laden Ihrer Geräte unterwegs.",USD,179.99,89.99,True,Titel,1,Beta05,89.99,6,https://ibuture.com/cdn/shop/files/buture-jump-starter-beta05.jpg?v=1748244136,Jump Starter,3823,,site/de/products/buture-jump-starter-beta05/index.html
7545767198975,buture-jump-starter-br300,Buture BR300 Tragbare Autobatterie-Starthilfe 1500A,buture-jump-starter-br300,BR300,Buture Official,simple,Starthilfe,Kfz-Starthilfen,jsonld,full,"Holen Sie sich das Buture BR300 Auto-Starthilfe mit 1500 A Spitzenstrom für bis zu 7,0 l Benzin- und 5,5 l Dieselmotoren. Dieses tragbare 13800-mAh-Akku-Boosterpaket verfügt über intelligente Sicherheitsüberbrückungskabel, Schnellladeausgänge und eine 4-in-1-LED-Taschenlampe. Zuverlässig und effizient für alle Ihre Notfallbedürfnisse.",USD,109.99,65.99,True,,1,BR300,65.99,8,https://ibuture.com/cdn/shop/files/buture-br300-car-jump-starter.jpg?v=1748254671,Jump Starter,3050,,site/de/products/buture-jump-starter-br300/index.html
9172992917759,buture-mattress-brush-for-vc90-vacuum,Buture Anti-Milben-Bürste für VC90 Staubsauger,buture-mattress-brush-for-vc90-vacuum,VC90CMS1,Buture Official,simple,Zubehör,Staubsaugerzubehör,jsonld,meta_fallback,Verbessern Sie Ihre Reinigungsroutine mit dem Anti-Milben-Bürstenaufsatz für Staubsauger VC90. Verabschieden Sie sich mühelos von Staub und Allergenen.,USD,59.99,30.99,True,,1,VC90CMS1,30.99,2,https://ibuture.com/cdn/shop/files/Buture_VC90_cordless_vacuum_cleaner_dust_mite_removal_brush-tuya1.webp?v=1754535556,Accessories,151,,site/de/products/buture-mattress-brush-for-vc90-vacuum/index.html
8844680855807,buture-pro-bp10-vacuum-floor-brush,Buture Bodenbürste für BP10 Vakuum,buture-pro-bp10-vacuum-floor-brush,,Buture Official,variable,Zubehör,Staubsaugerzubehör,jsonld,full,Verbessern Sie die Reinigungsleistung Ihres BP10 Kabelloser Staubsauger mit diesem Bodenbürstenaufsatz. Perfekt für die Bearbeitung einer Vielzahl von Oberflächen.,USD,69.99,36.99,True,Packungen,4,BP10DS1; BP10DS2; BP10DS1GS1R; BP10DS1GS1Y,36.99; 59.99; 55.99; 55.99,4,https://ibuture.com/cdn/shop/files/11_8cdaa85a-113d-43cb-941a-27b9f53d3bbb.jpg?v=1774000176,Accessories,422,,site/de/products/buture-pro-bp10-vacuum-floor-brush/index.html
9172985250047,buture-replacement-battery-for-vc90-vacuum,Buture Ersatzakku für VC90 Staubsauger,buture-replacement-battery-for-vc90-vacuum,,Buture Official,variable,Zubehör,Staubsaugerzubehör,jsonld,meta_fallback,"Entdecken Sie die perfekte Lösung für alle Ihre Bedürfnisse mit unserem vielseitigen und zuverlässigen Produkt, das Ihren Alltag bereichert.",USD,149.99,69.99,True,Packungen,3,VC90DC1; VC90DC2; VC90DC1HP3,69.99; 89.99; 80.99,3,https://ibuture.com/cdn/shop/files/Buture_VC90_cordless_vacuum_cleaner_battery-tuya1.webp?v=1775201982,Accessories,140,,site/de/products/buture-replacement-battery-for-vc90-vacuum/index.html
9172989608191,buture-roller-brush-for-vc90-vacuum,Buture Walzenbürste für VC90 Staubsauger,buture-roller-brush-for-vc90-vacuum,,Buture Official,variable,Zubehör,Staubsaugerzubehör,jsonld,meta_fallback,Verbessern Sie die Reinigungsleistung Ihres VC90-Staubsaugers mit diesem Rollenbürstenaufsatz. Perfekt zum Entfernen von Schmutz und Ablagerungen von Teppichen und Böden.,USD,42.99,20.99,True,Packungen,3,VC90GS1; VC90GS2; VC90DS1GS1,20.99; 36.99; 55.99,2,https://ibuture.com/cdn/shop/files/Buture_VC90_cordless_vacuum_cleaner_roller-tuya1.webp?v=1754535811,Accessories,170,,site/de/products/buture-roller-brush-for-vc90-vacuum/index.html
8759273095423,buture-uk-charger,Universelles UK-Ladegerät für Buture Staubsauger,buture-uk-charger,UKSPQ,Buture Official,simple,Zubehör,Staubsaugerzubehör,jsonld,full,"Sorgen Sie dafür, dass Ihr Staubsauger reibungslos läuft Buture Universelles UK-Ladegerät. Kompatibel mit verschiedenen Staubsaugermodellen, perfekt, um Ihr Zuhause sauber zu halten.",USD,29.99,20.99,True,,1,UKSPQ,20.99,1,https://ibuture.com/cdn/shop/files/14_a65d0b75-652f-451e-82d6-821d05aae8f4.jpg?v=1742802802,Accessories,213,,site/de/products/buture-uk-charger/index.html
8740328243455,buture-us-charger,Universelles amerikanisches Ladegerät für Buture Staubsauger,buture-us-charger,USSPQ,Buture Official,simple,Zubehör,Staubsaugerzubehör,jsonld,full,"Stellen Sie sicher, dass Ihre Geräte mit dem eingeschaltet bleiben Buture Universelles amerikanisches Vakuum-Ladegerät. Kompatibel mit einer Vielzahl von Geräten für bequemes Aufladen.",USD,29.99,20.99,True,,1,USSPQ,20.99,1,https://ibuture.com/cdn/shop/files/3_235497c0-66a7-4546-b27c-787cc07d0970.jpg?v=1742802821,Accessories,213,,site/de/products/buture-us-charger/index.html
8917329150207,buture-vac01-charger,Buture Ladegerät für VAC01 Vakuum,buture-vac01-charger,,Buture Official,variable,Zubehör,Staubsaugerzubehör,jsonld,full,Behalten Sie Ihre Buture VAC01 Mit diesem praktischen Ladegerät ist der Staubsauger aufgeladen und betriebsbereit.,USD,29.99,20.99,True,Stecker,3,USSPQVAC01; EUSPQVAC01; UKSPQVAC01,20.99; 20.99; 20.99,4,https://ibuture.com/cdn/shop/files/21_160ffdaf-8408-4675-9206-6a3332a4f415-520613.jpg?v=1742802602,Accessories,68,,site/de/products/buture-vac01-charger/index.html
8853528740095,buture-vac01-cordless-stick-vacuum,Buture VAC01 Aromatherapie-Akku-Staubsauger | 600W 50KPA,buture-vac01-cordless-stick-vacuum,VAC01,Buture Official,simple,Staubsauger,Staubsauger,jsonld,full,"Erleben Sie eine überragende Reinigungsleistung mit dem Buture VAC01 Kabelloser Staubsauger. Er entfernt mühelos Tierhaare, Oberflächenablagerungen und festsitzenden Schmutz und übertrifft damit 95 % der Staubsauger auf dem Markt, wodurch er sich ideal für Teppiche und Hartholzböden eignet.",USD,369.99,169.99,True,Titel,1,VAC01,169.99,9,https://ibuture.com/cdn/shop/files/Buture_VAC01Cordless_Vacuum_Cleaner.jpg?v=1732521673,Cordless Vaccum,4304,,site/de/products/buture-vac01-cordless-stick-vacuum/index.html
9611816599807,buture-vc10-cordless-vacuum-cleaner-400w-38kpa-copy,Buture VC10 Cordless Vacuum | Official Refurbished,buture-vc10-cordless-vacuum-cleaner-400w-38kpa-copy,VC10FXJ,Buture Official,simple,Vacuum Cleaner,Staubsauger,jsonld,full,"Buture VC10 400W Cordless Vacuum Cleaner with Touch Screen, 55 Min. Autonomy, LED Light, and 4-in-1 Floor/Carpet/Dog Hair Vacuum. Powerful suction for all types of waste.",USD,299.99,89.99,True,,1,VC10FXJ,89.99,10,https://ibuture.com/cdn/shop/products/VC10.jpg?v=1652079168,Cordless Vaccum | FXJ,1619,,site/de/products/buture-vc10-cordless-vacuum-cleaner-400w-38kpa-copy/index.html
9171689832703,buture-vc90-cordless-vacuum-cleaner,Buture VC90 Akku-Staubsauger | 650W 55KPA | Automatische Bodenerkennung,buture-vc90-cordless-vacuum-cleaner,VC90,Buture Official,simple,Vacuum Cleaner,Staubsauger,jsonld,full,"Buture VC90 Akku-Staubsauger: bürstenloser 650-W-Motor, 55 kPa Saugleistung, bis zu 60 Minuten Laufzeit und selbststehendes Design. Reinigen Sie mühelos Schmutz und Haare auf allen Böden.",USD,399.99,199.99,True,,1,VC90,199.99,10,https://ibuture.com/cdn/shop/files/buture-vc90-cordless-vacuum-cleaner-main-image.png?v=1754466209,Cordless Vaccum,4654,,site/de/products/buture-vc90-cordless-vacuum-cleaner/index.html
9172992491775,buture-wall-mount-for-vc90-vacuum,Buture Wandhalterung für VC90 Staubsauger,buture-wall-mount-for-vc90-vacuum,VC90BG,Buture Official,simple,Zubehör,Staubsaugerzubehör,jsonld,meta_fallback,Die Wandhalterung für Staubsauger VC90 ist die ultimative platzsparende Lösung für die Aufbewahrung Ihrer Reinigungsutensilien. Ein Muss für jedes organisierte Zuhause.,USD,39.99,20.99,True,,1,VC90BG,20.99,2,https://ibuture.com/cdn/shop/files/Buture_VC90_cordless_vacuum_cleaner_wall-mount_accessory-tuya1.webp?v=1754535557,Accessories,168,,site/de/products/buture-wall-mount-for-vc90-vacuum/index.html
8944944316671,buture-x9-vacuum-cleaner,Buture X9 Akku-Staubsauger | 600W 50KPA | 60 Minuten Laufzeit,buture-x9-vacuum-cleaner,X9,Buture Official,simple,Staubsauger,Staubsauger,jsonld,full,"Entdecken Sie die Buture X9 Akku-Staubsauger mit einem leistungsstarken 600-W-Motor und einer Saugleistung von 50 kPa für die mühelose Entfernung von Tierhaaren. Genießen Sie bis zu 60 Minuten Laufzeit im Eco-Modus, ein eigenständiges Design und ein 7-stufiges Filtersystem mit einem großen 1,5-Liter-Staubbecher.",USD,389.99,189.99,True,,1,X9,189.99,12,https://ibuture.com/cdn/shop/files/Buture_X9_Cordless_Vacuum_Cleaner.jpg?v=1745826968,Cordless Vaccum,3747,,site/de/products/buture-x9-vacuum-cleaner/index.html
8716369264895,jr400-battery,Buture Ersatzakku für JR400 Staubsauger,jr400-battery,,Buture Official,variable,Zubehör,Staubsaugerzubehör,jsonld,meta_fallback,Verbessern Sie Ihr Reinigungsspiel mit dem Buture JR400 Vakuum. Dieser batteriebetriebene Staubsauger ist kabellos und leistungsstark und ein Muss für jedes Zuhause.,USD,129.99,69.99,True,Packungen,3,JR400DC1; JR400DC2; JR400DC1HP3,69.99; 89.99; 80.99,3,https://ibuture.com/cdn/shop/files/JR400_Battery.png?v=1775202687,Accessories,165,,site/de/products/jr400-battery/index.html
8793071747327,jr400-dust-cup,Buture Staubbecher für JR400 Staubsauger,jr400-dust-cup,,Buture Official,variable,Zubehör,Staubsaugerzubehör,jsonld,meta_fallback,Maximieren Sie die Reinigungsleistung Ihres JR400-Handstaubsaugers mit diesem praktischen Staubbecheraufsatz. Halten Sie Ihre Räume mühelos makellos.,USD,49.99,22.99,True,Packungen,4,JR400CB1; JR400CB2; JR400ZJ1CB1; JR400BXG1CB1,22.99; 39.99; 78.99; 40.99,4,https://ibuture.com/cdn/shop/files/BUTURE_JR400_5fac782c-5acc-45da-b09f-3ddd050ab900-687781.jpg?v=1742802759,Accessories,149,,site/de/products/jr400-dust-cup/index.html
8793164153087,jr400-flocking-roller-brush,Buture Beflockte Walzenbürste für JR400 Staubsauger,jr400-flocking-roller-brush,,Buture Official,variable,Zubehör,Staubsaugerzubehör,jsonld,meta_fallback,Verbessern Sie Ihr Reinigungsspiel mit dem JR400 Handstaubsauger-Beflockungswalzenbürstenaufsatz. Reinigen Sie mühelos jede Oberfläche mit diesem praktischen Werkzeug.,USD,39.99,20.99,True,Packungen,2,JR400ZGS; JR400ZGS2,20.99; 35.99,2,https://ibuture.com/cdn/shop/files/JR400Brush-522131.jpg?v=1742802732,Accessories,167,,site/de/products/jr400-flocking-roller-brush/index.html
8790322872575,jr400-floor-brush,Buture Bodenbürste für JR400 Staubsauger,jr400-floor-brush,,Buture Official,variable,Zubehör,Staubsaugerzubehör,jsonld,full,Verbessern Sie Ihre Reinigung mit dem JR400 Handstaubsauger-Bodenbürstenaufsatz. Reinigen Sie schwer zugängliche Stellen ganz einfach und sorgen Sie für ein makelloses Zuhause.,USD,69.99,36.99,True,Packungen,3,JR400DS1; JR400DS2; JR400DS1GS1,36.99; 59.99; 55.99,3,https://ibuture.com/cdn/shop/files/BUTURE_JR400_f38c7af0-a604-454a-b4a8-24ad7dbcca96.jpg?v=1774000587,Accessories,49,,site/de/products/jr400-floor-brush/index.html
8759286989055,jr400-hepa-filter,Buture HEPA-Filter für JR400 Staubsauger,jr400-hepa-filter,,Buture Official,variable,Zubehör,Staubsaugerzubehör,jsonld,full,Erleben Sie erstklassige Reinigung mit dem Buture JR400 Staubsauger mit einem Satz von 3 Premium-HEPA-Filtern für ultimative Filtereffizienz.,USD,49.99,29.99,True,Packungen,4,JR400HP3; JR400HP6; JR400HP9; JR400DC1HP3,29.99; 49.99; 69.99; 80.99,3,https://ibuture.com/cdn/shop/files/BUTURE_JR400____3.jpg?v=1742802787,Accessories,167,,site/de/products/jr400-hepa-filter/index.html
8790334472447,jr400-roller-brush,Buture Walzenbürste für JR400 Staubsauger,jr400-roller-brush,,Buture Official,variable,Zubehör,Staubsaugerzubehör,jsonld,meta_fallback,Verbessern Sie die Reinigungsleistung Ihres JR400-Handstaubsaugers mit diesem praktischen Rollenbürstenaufsatz. Beseitigen Sie mühelos Schmutz und Ablagerungen.,USD,39.99,20.99,True,Packungen,3,JR400GS1; JR400GS2; JR400DS1GS1,20.99; 36.99; 55.99,3,https://ibuture.com/cdn/shop/files/BUTURE_JR400_1921cfd6-32bb-4664-8bfe-7287b4a3f40d-690924.jpg?v=1742802762,Accessories,160,,site/de/products/jr400-roller-brush/index.html
8793073189119,jr400-stainless-steel-filter,Buture Edelstahlfilter für JR400 Vakuum,jr400-stainless-steel-filter,,Buture Official,variable,Zubehör,Staubsaugerzubehör,jsonld,meta_fallback,Verbessern Sie Ihr Reinigungsspiel mit dem Edelstahlfilteraufsatz des JR400-Handstaubsaugers. Verabschieden Sie sich von lästigen Trümmern und genießen Sie ein makelloses Zuhause.,USD,39.99,20.99,True,Packungen,3,JR400BXG1; JR400BXG2; JR400BXG1CB1,20.99; 34.99; 40.99,3,https://ibuture.com/cdn/shop/files/BUTURE_JR400_480ecc89-214d-42ac-b813-84e8c003582a-761978.jpg?v=1742802758,Accessories,179,,site/de/products/jr400-stainless-steel-filter/index.html
8793074991359,jr400-telescopic-tube,Buture Teleskoprohr für JR400 Staubsauger,jr400-telescopic-tube,,Buture Official,variable,Zubehör,Staubsaugerzubehör,jsonld,full,"Verbessern Sie Ihr Handstaubsaugererlebnis mit dem JR400-Teleskoprohraufsatz, der das Erreichen und Reinigen in engen Räumen erleichtert.",USD,39.99,23.99,True,Packungen,2,JR400SS; JR400SS2,23.99; 39.99,2,https://ibuture.com/cdn/shop/files/BUTURE_JR400_bf5acdc7-6c4b-410b-9a25-f0f5495f7b4a-698571.jpg?v=1767591980,Accessories,99,,site/de/products/jr400-telescopic-tube/index.html
8774424527103,jr500-roller-brush,Buture Walzenbürste für JR500 Staubsauger,jr500-roller-brush,,Buture Official,variable,Zubehör,Staubsaugerzubehör,jsonld,full,Verbessern Sie die Reinigungsleistung Ihres JR500-Handstaubsaugers mit diesem Rollenbürstenaufsatz. Beseitigen Sie mühelos Schmutz und Ablagerungen auf jeder Oberfläche.,USD,39.99,20.99,True,Packungen,2,JR500GS1; JR500GS2,20.99; 36.99,1,https://ibuture.com/cdn/shop/files/7-V.jpg?v=1742802772,Accessories,155,,site/de/products/jr500-roller-brush/index.html
8759287972095,jr600-battery,Buture Ersatzakku für JR600 Staubsauger,jr600-battery,,Buture Official,variable,Zubehör,Staubsaugerzubehör,jsonld,meta_fallback,Die Buture Der JR600 Vacuum ist ein leistungsstarker Akku-Staubsauger mit langlebigem Akku für bequemes Reinigen jederzeit und überall.,USD,129.99,69.99,True,Packungen,3,JR600DC1; JR600DC2; JR600DC1HP3,69.99; 89.99; 80.99,3,https://ibuture.com/cdn/shop/files/7ecc40279fd871bac0e0d11e210a632b_25136bff-e07e-4882-ab3d-c3bfa6fc6846.jpg?v=1775202224,Accessories,135,,site/de/products/jr600-battery/index.html
8744441708799,jr600-hepa-filter,Buture HEPA-Filter für JR600 Staubsauger,jr600-hepa-filter,,Buture Official,variable,Zubehör,Staubsaugerzubehör,jsonld,full,Rüsten Sie Ihr auf Buture JR600-Staubsauger mit diesen 3 HEPA-Ersatzfiltern für verbesserte Luftqualität und starke Saugleistung.,USD,49.99,29.99,True,Packungen,4,JR600HP3; JR600HP6; JR600HP9; JR600DC1HP3,29.99; 49.99; 69.99; 80.99,3,https://ibuture.com/cdn/shop/files/3_cba638c6-fbab-4db1-a279-6b2b4121012b.jpg?v=1742802810,Accessories,125,,site/de/products/jr600-hepa-filter/index.html
8790412525823,jr600-roller-brush,Buture Walzenbürste für JR600 Staubsauger,jr600-roller-brush,,Buture Official,variable,Zubehör,Staubsaugerzubehör,jsonld,meta_fallback,Verbessern Sie die Reinigungsleistung Ihres JR600 Akku-Staubsaugers mit dem Rollenbürstenaufsatz. Beseitigt mühelos Schmutz und Ablagerungen auf verschiedenen Oberflächen.,USD,39.99,20.99,True,Packungen,2,JR600GS1; JR600GS2,20.99; 36.99,2,https://ibuture.com/cdn/shop/files/65ccc91257a6fe997739cbe70bdd4de0.jpg?v=1742802761,Accessories,171,,site/de/products/jr600-roller-brush/index.html
8901900239103,jr600-vacuum-2-in-1-brush,Buture 2-in-1-Bürste für JR600 Staubsauger,jr600-vacuum-2-in-1-brush,,Buture Official,variable,Zubehör,Staubsaugerzubehör,jsonld,meta_fallback,Mit dem JR600 Stabstaubsauger 2-in-1-Bürstenzubehör können Sie ganz einfach zwischen Bürsten- und Stielmodus wechseln. Ideal für eine schnelle und effiziente Reinigung.,USD,28.99,18.99,True,Packungen,2,JR600EH; JR600EH2,18.99; 25.99,2,https://ibuture.com/cdn/shop/files/ce00f039cc189765c7da7e7998d0fdf3_aa37b36e-5bd5-4c24-9dcf-b98d0ea0e55a.jpg?v=1742802605,Accessories,168,,site/de/products/jr600-vacuum-2-in-1-brush/index.html
8740339450111,jr700-battery,Buture Ersatzakku für JR700 Red Staubsauger,jr700-battery,,Buture Official,variable,Zubehör,Staubsaugerzubehör,jsonld,full,Verbessern Sie Ihr Reinigungserlebnis mit dem roten Handstaubsauger-Akkuaufsatz JR700. Einfach zu bedienen und verlängert die Lebensdauer Ihres Staubsaugers.,USD,129.99,69.99,True,Packungen,3,JR700RDC1; JR700RDC2; JR700RDC1HP3,69.99; 89.99; 80.99,3,https://ibuture.com/cdn/shop/files/lQDPKH_aM_iLcwnNB9DNB9CwQGN8zlCj7C8HWL1bR9CcAA_2000_2000.jpg?v=1775202572,Accessories,102,,site/de/products/jr700-battery/index.html
8846221443327,jr700-blue-1-battery-6-hepa-filters-bundle,Vakuumpaket: Buture JR700 Blue Vacuum + 2 Batterien + 9 HEPA-Filter,jr700-blue-1-battery-6-hepa-filters-bundle,,Buture Official,variable,Staubsauger,Staubsauger,jsonld,full,"Rüsten Sie Ihr Reinigungsspiel mit dem JR700 Blue Vacuum Bundle auf. Enthält 1 Akku-Staubsauger, 2 Batterien und 9 HEPA-Filter für Spitzenleistung.",USD,399.99,190.99,True,Wählen Sie Option,4,JR700BKB-1; JR700BKB-2; JR700BKB-3; JR700BKB-4,190.99; 192.99; 192.99; 199.99,16,https://ibuture.com/cdn/shop/files/JR700_BLUE_Vacuum_Bundle.jpg?v=1730200408,Bundle,720,,site/de/products/jr700-blue-1-battery-6-hepa-filters-bundle/index.html
8740339843327,jr700-blue-battery,Buture Ersatzakku für JR700 Blue Staubsauger,jr700-blue-battery,,Buture Official,variable,Zubehör,Staubsaugerzubehör,jsonld,full,Verlängern Sie die Akkulaufzeit Ihres JR700 Blue Handstaubsaugers mit diesem praktischen Akkuaufsatz. Reinigen Sie ohne Unterbrechung weiter!,USD,129.99,69.99,True,Packungen,3,JR700BDC1; JR700BDC2; JR700BDC1HP3,69.99; 89.99; 80.99,3,https://ibuture.com/cdn/shop/files/2_9976687c-45d0-491b-9c01-e13b88285c13.png?v=1775202512,Accessories,102,,site/de/products/jr700-blue-battery/index.html
8759282925823,jr700-blue-hepa-filter,Buture HEPA-Filter für JR700 Blue Vacuum,jr700-blue-hepa-filter,,Buture Official,variable,Zubehör,Staubsaugerzubehör,jsonld,full,Halten Sie Ihr Zuhause sauber und frei von Allergenen Buture JR700 Blue Stabstaubsauger mit HEPA-Filter. Enthält 3 Teile für optimale Filterung.,USD,49.99,29.99,True,Packungen,4,JR700BHP3; JR700BHP6; JR700BHP9; JR700BDC1HP3,29.99; 49.99; 69.99; 80.99,3,https://ibuture.com/cdn/shop/files/2_b45548da-1e17-4218-bbc1-a9aee8819616.jpg?v=1742802792,Accessories,162,,site/de/products/jr700-blue-hepa-filter/index.html
8793163071743,jr700-floor-brush,Buture Bodenbürste für JR700 Staubsauger,jr700-floor-brush,,Buture Official,variable,Zubehör,Staubsaugerzubehör,jsonld,full,Verbessern Sie die Reinigungseffizienz mit dem JR700 Akku-Staubsauger-Bodenbürstenaufsatz. Beseitigen Sie mühelos alle Unordnung auf Ihren Böden.,USD,69.99,36.99,True,Packungen,3,JR700DS1; JR700DS2; JR700DS1GS1,36.99; 59.99; 55.99,4,https://ibuture.com/cdn/shop/files/12_77403c0f-d852-48ff-a49c-613aeba78f54.jpg?v=1774000563,Accessories,113,,site/de/products/jr700-floor-brush/index.html
8744439054591,jr700-red-hepa-filter,Buture HEPA-Filter für JR700 Red Vacuum,jr700-red-hepa-filter,,Buture Official,variable,Zubehör,Staubsaugerzubehör,jsonld,full,Halten Sie Ihr Zuhause sauber und allergenfrei mit dem Buture JR700 Roter Staubsauger. Kommt mit 3 HEPA-Filtern für maximale Filtereffizienz.,USD,49.99,29.99,True,Packungen,4,JR700RHP3; JR700RHP6; JR700RHP9; JR700RDC1HP3,29.99; 49.99; 69.99; 80.99,3,https://ibuture.com/cdn/shop/files/10-1.jpg?v=1742802812,Accessories,163,,site/de/products/jr700-red-hepa-filter/index.html
8759283745023,jr700-roller-brush,Buture Walzenbürste für JR700 Staubsauger,jr700-roller-brush,,Buture Official,variable,Zubehör,Staubsaugerzubehör,jsonld,full,"Rüsten Sie Ihren JR700-Handstaubsauger mit diesem Rollenbürstenaufsatz auf, um die Reinigungsleistung auf Teppichen und Polstern zu verbessern.",USD,39.99,20.99,True,Packungen,3,JR700GS1; JR700GS2; JR700DS1GS1,20.99; 36.99; 55.99,4,https://ibuture.com/cdn/shop/files/6_ad35a338-1960-43b1-8b40-d0d0d21f2da7.jpg?v=1742802791,Accessories,61,,site/de/products/jr700-roller-brush/index.html
8793164284159,jr700-stainless-steel-filter,Buture Edelstahlfilter für JR700 Vakuum,jr700-stainless-steel-filter,,Buture Official,variable,Zubehör,Staubsaugerzubehör,jsonld,full,Halten Sie Ihr Zuhause sauber mit dem Edelstahl-Filteraufsatz des JR700 Akku-Staubsaugers für leistungsstarke Saugkraft und einfache Wartung.,USD,39.99,20.99,True,Packungen,3,JR700BXG1; JR700BXG2; JR700BXG1CB1,20.99; 34.99; 40.99,4,https://ibuture.com/cdn/shop/files/14_27844a82-4571-49e4-8317-a2b6a20140f7.jpg?v=1742802731,Accessories,61,,site/de/products/jr700-stainless-steel-filter/index.html
8875960762623,jr700-vacuum-flocking-roller-brush,Buture Beflockte Walzenbürste für JR700 Staubsauger,jr700-vacuum-flocking-roller-brush,,Buture Official,variable,Zubehör,Staubsaugerzubehör,jsonld,meta_fallback,Verbessern Sie Ihre Reinigungsroutine mit dem Buture JR700 Vakuum-Beflockungswalzenbürstenzubehör. Verbessern Sie noch heute Ihr Staubsaugenerlebnis!,USD,39.99,20.99,True,Packungen,2,JR700ZGS; JR700ZGS2,20.99; 35.99,3,https://ibuture.com/cdn/shop/files/JR400Brush.jpg?v=1742802617,Accessories,149,,site/de/products/jr700-vacuum-flocking-roller-brush/index.html
9592732614911,refurbished-buture-bp10-cordless-vacuum-cleaner,Buture BP10 Akkustaubsauger | Offiziell generalüberholt,refurbished-buture-bp10-cordless-vacuum-cleaner,,Buture Official,variable,Staubsauger,Staubsauger,jsonld,full,"Buture Profi BP10 ist ein hervorragender kabelloser Staubsauger für Hartholzböden mit leistungsstarker Saugleistung von 450 W/38 kPa, leisem 68-dB-Betrieb und intelligenten Moduseinstellungen.",USD,359.99,89.0,True,Refurbishment Level,2,BP10FXJ-1; BP10FXJ-2,89.0; 99.0,10,https://ibuture.com/cdn/shop/files/Buture_BP10_Cordless_Vacuum_Cleaner.jpg?v=1745827233,Cordless Vaccum | FXJ,5297,,site/de/products/refurbished-buture-bp10-cordless-vacuum-cleaner/index.html
9597369123071,refurbished-buture-bp20-cordless-vacuum-cleaner,Buture BP20 Akku-Staubsauger | Offiziell renoviert,refurbished-buture-bp20-cordless-vacuum-cleaner,BP20FXJ,Buture Official,simple,Staubsauger,Staubsauger,jsonld,full,"Erleben Sie kraftvolle Reinigung mit dem Buture BP20 Akku-Staubsauger. Ultimative Saugkraft, selbststehendes Design, intelligente Funktionen und vielseitige Reinigungsmodi.",USD,379.99,109.0,True,,1,BP20FXJ,109.0,10,https://ibuture.com/cdn/shop/files/Buture_BP20_Vacuum_Cleaner.jpg?v=1744257758,Cordless Vaccum | FXJ,3866,,site/de/products/refurbished-buture-bp20-cordless-vacuum-cleaner/index.html
9597355098367,refurbished-buture-jr700-blue-cordless-vacuum,Buture JR700 Blauer Staubsauger | Offiziell renoviert,refurbished-buture-jr700-blue-cordless-vacuum,,Buture Official,variable,Staubsauger,Staubsauger,jsonld,full,"Erleben Sie müheloses Reinigen mit dem Buture JR700 Blue Akku-Staubsauger. Kraftvoll und elegant, beseitigt es mühelos Tierhaare und Schmutz.",USD,359.99,89.0,True,Refurbishment Level,2,JR700BFXJ-1; JR700BFXJ-2,89.0; 99.0,9,https://ibuture.com/cdn/shop/files/Buture_JR700_Blue_Vacuum_Cleaner.jpg?v=1745918968,Cordless Vaccum | FXJ,7255,,site/de/products/refurbished-buture-jr700-blue-cordless-vacuum/index.html
